series,indicator_en,indicator_zh,kind,year,value,unit,scope,source_id,source_name,locator,link,evidence,note
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2016,17.6096,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2017,18.3509,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2018,19.3251,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2019,21.0082,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2020,21.0082,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2021,20.9945,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2022,20.9945,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2023,20.5044,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2024,19.8853,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_coal,Capacity: Coal,裝置容量：燃煤,history,2025,19.309,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃煤_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2005,11.1496,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2006,11.7835,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2007,12.8045,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2008,13.2755,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2009,14.7655,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2010,15.7266,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2011,15.7354,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2012,15.7354,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2013,15.9258,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2014,15.9684,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2015,15.9684,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2016,15.6684,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2017,14.9045,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2018,16.8936,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2019,17.7862,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2020,18.6787,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2021,19.2157,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2022,19.2217,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2023,18.9728,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2024,20.0964,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_gas,Capacity: Gas,裝置容量：燃氣,history,2025,22.847,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 火力_燃氣_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2005,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2006,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2007,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2008,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2009,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2010,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2011,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2012,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2013,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2014,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2015,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2016,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2017,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2018,0.0,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2019,0.0003,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2020,0.0003,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2021,0.0045,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2022,0.005,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2023,0.0073,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2024,0.0075,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Capacity: Geothermal,裝置容量：地熱,history,2025,0.0075,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_地熱_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_geothermal,Geothermal capacity,地熱裝置容量,target,2030,1.2,GW,Taiwan (national),moea_psd_fy2024,"MOEA, supply-demand report 113年度 (FY2024)","Table 3-1, p. 19 (PDF p. 23)",https://data.gov.tw/dataset/16437,downloaded,2024 actual 0.007 GW
capacity_geothermal,Geothermal capacity,地熱裝置容量,target,2032,1.4,GW,Taiwan (national),moea_psd_fy2024,"MOEA, supply-demand report 113年度 (FY2024)","Table 3-1, p. 19 (PDF p. 23)",https://data.gov.tw/dataset/16437,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2005,1.9097,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2006,1.9097,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2007,1.9212,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2008,1.938,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2009,1.937,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2010,1.9775,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2011,2.0408,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2012,2.0813,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2013,2.0813,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2014,2.0813,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2015,2.0893,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2016,2.0893,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2017,2.0893,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2018,2.0915,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2019,2.0925,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2020,2.0932,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
capacity_hydro,Capacity: Conventional hydro,裝置容量：慣常水力,history,2021,2.0939,GW,Taiwan (national),moeaea_capacity_annual,"Energy Administration, 發電裝置容量年資料 (annual capacity)",column 再生能源_慣常水力_全國(統計數值),https://data.gov.tw/dataset/16480,downloaded,
